is_canceled,lead_time,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,required_car_parking_spaces,total_of_special_requests,year_res_status_date,month_res_status_date,day_res_status_date,hotel_City Hotel,hotel_Resort Hotel,meal_BB,meal_FB,meal_HB,meal_SC,meal_Undefined,market_segment_Aviation,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,distribution_channel_Corporate,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,reserved_room_type_A,reserved_room_type_B,reserved_room_type_C,reserved_room_type_D,reserved_room_type_E,reserved_room_type_F,reserved_room_type_G,reserved_room_type_H,deposit_type_No Deposit,deposit_type_Non Refund,deposit_type_Refundable,customer_type_Contract,customer_type_Group,customer_type_Transient,customer_type_Transient-Party
1.0,0.06836248012718601,0.5961538461538461,0.2,0.16666666666666666,0.13333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.4473975636766334,0.0,0.0,0.33333333333337123,0.4545454545454545,0.8666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.09697933227344993,0.5,0.06666666666666668,0.25,0.2,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.20996677740863787,0.0,0.0,1.0,0.5454545454545454,0.3666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.4976152623211447,0.3076923076923077,0.9333333333333333,0.16666666666666666,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.19933554817275748,0.0,0.0,1.0,0.09090909090909091,0.7333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.2692307692307693,0.4666666666666667,0.0,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.31893687707641194,0.0,0.0,1.0,0.2727272727272727,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.03815580286168522,0.057692307692307696,0.9,0.0,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.10631229235880399,0.0,0.4,1.0,0.0,0.9333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.08267090620031797,0.5,0.2,0.0,0.06666666666666667,0.03636363636363636,0.6666666666666666,0.0,0.0,0.0,0.0,0.46511627906976744,0.0,0.0,1.0,0.5454545454545454,0.26666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.287758346581876,0.15384615384615385,0.0,0.5,0.6333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.12801771871539314,0.0,0.2,1.0,0.1818181818181818,0.8333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.19395866454689986,0.8846153846153846,0.43333333333333335,0.08333333333333333,0.1,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.1681063122923588,0.0,0.4,0.6666666666667425,0.7272727272727273,0.43333333333333335,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.13036565977742448,0.1153846153846154,0.2,0.16666666666666666,0.0,0.03636363636363636,0.0,0.0,1.0,0.038461538461538464,0.0,0.14617940199335547,0.0,0.0,0.6666666666667425,0.09090909090909091,0.06666666666666668,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.44515103338632755,0.38461538461538464,0.7333333333333333,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.11960132890365448,0.0,0.2,0.6666666666667425,0.6363636363636364,0.5666666666666667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.044515103338632754,0.15384615384615385,0.03333333333333333,0.0,0.1,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.2104097452934662,0.0,0.0,1.0,0.09090909090909091,0.03333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.7551669316375199,0.826923076923077,0.8666666666666667,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.13732004429678848,0.0,0.0,0.33333333333337123,0.8181818181818182,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.014308426073131956,0.38461538461538464,0.4666666666666667,0.08333333333333333,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.15503875968992248,0.0,0.0,0.6666666666667425,0.36363636363636365,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.23211446740858507,0.46153846153846156,0.6333333333333333,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.2591362126245847,0.0,0.0,1.0,0.4545454545454545,0.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.4372019077901431,0.7692307692307693,0.1,0.16666666666666666,0.0,0.03636363636363636,0.0,0.0,0.0,1.0,0.0,0.11074197120708748,0.0,0.0,0.33333333333337123,0.0,0.9666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.6923076923076923,0.3666666666666667,0.16666666666666666,0.16666666666666666,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.12857142857142856,0.0,0.0,0.33333333333337123,0.7272727272727273,0.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.009538950715421305,0.057692307692307696,0.7666666666666667,0.0,0.03333333333333333,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,1.0,0.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.046104928457869634,0.6538461538461539,0.9333333333333333,0.0,0.1,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.39867109634551495,0.0,0.0,1.0,0.6363636363636364,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.19236883942766297,0.6346153846153846,0.4666666666666667,0.08333333333333333,0.1,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.27807308970099665,0.0,0.2,0.6666666666667425,0.6363636363636364,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.4769475357710652,0.6153846153846154,0.4,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.038461538461538464,0.0,0.13732004429678848,0.0,0.0,0.33333333333337123,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.007949125596184421,0.7307692307692307,0.6333333333333333,0.08333333333333333,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.25249169435215946,0.0,0.4,0.33333333333337123,0.7272727272727273,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.1192368839427663,0.3076923076923077,0.9333333333333333,0.08333333333333333,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.18161683277962348,0.3333333333333333,0.2,1.0,0.36363636363636365,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.028616852146263912,0.057692307692307696,0.8333333333333334,0.0,0.1,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.10631229235880399,0.0,0.4,1.0,0.0,0.9333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.05087440381558029,0.0,0.16666666666666669,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.23034330011074197,0.0,0.2,0.6666666666667425,0.9999999999999999,0.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.025437201907790145,0.09615384615384616,0.3333333333333333,0.16666666666666666,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.12846068660022147,0.0,0.4,1.0,0.09090909090909091,0.4666666666666667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.46153846153846156,0.4666666666666667,0.0,0.03333333333333333,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666667425,0.4545454545454545,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.1812400635930048,0.3461538461538462,0.03333333333333333,0.08333333333333333,0.03333333333333333,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.2212624584717608,0.0,0.0,0.6666666666667425,0.0,0.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.18600953895071543,0.38461538461538464,0.4666666666666667,0.3333333333333333,0.23333333333333334,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.16476190476190475,0.0,0.0,0.6666666666667425,0.36363636363636365,0.8333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.09697933227344993,0.2884615384615385,0.5,0.16666666666666666,0.03333333333333333,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.3351052048726467,0.0,0.6000000000000001,0.6666666666667425,0.2727272727272727,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.017488076311605726,0.6346153846153846,0.5666666666666667,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.16611295681063123,0.0,0.0,0.33333333333337123,0.6363636363636364,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.05882352941176471,0.7307692307692307,0.6333333333333333,0.16666666666666666,0.06666666666666667,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.2104097452934662,0.0,0.0,0.33333333333337123,0.7272727272727273,0.7666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0699523052464229,0.2884615384615385,0.4,0.0,0.13333333333333333,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.25692137320044295,0.0,0.0,0.6666666666667425,0.2727272727272727,0.26666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.3269230769230769,0.13333333333333333,0.0,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.22148394241417496,0.3333333333333333,0.0,1.0,0.36363636363636365,0.16666666666666669,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.5023847376788554,0.38461538461538464,0.6,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.13732004429678848,0.0,0.0,0.33333333333337123,0.8181818181818182,0.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.06041335453100159,0.3076923076923077,0.5333333333333333,0.16666666666666666,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.15091915836101882,0.0,0.2,0.6666666666667425,0.2727272727272727,0.6333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.022257551669316377,0.5769230769230769,0.13333333333333333,0.16666666666666666,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.5060908084163898,0.0,0.4,1.0,0.6363636363636364,0.26666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.025437201907790145,0.5961538461538461,0.26666666666666666,0.0,0.1,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.39867109634551495,0.0,0.2,1.0,0.6363636363636364,0.3666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.05405405405405406,0.6346153846153846,0.6666666666666666,0.08333333333333333,0.1,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.5980066445182723,0.0,0.6000000000000001,1.0,0.5454545454545454,0.8666666666666667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.4689984101748808,0.5961538461538461,0.23333333333333334,0.16666666666666666,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.038461538461538464,0.0,0.13732004429678848,0.0,0.0,0.33333333333337123,0.5454545454545454,0.16666666666666669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.3815580286168522,0.5,0.2,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.31295681063122927,0.0,0.2,1.0,0.1818181818181818,0.8666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.10333863275039747,0.8653846153846154,0.3333333333333333,0.08333333333333333,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.18992248062015504,0.0,0.0,0.6666666666667425,0.9090909090909091,0.43333333333333335,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.4069952305246423,0.46153846153846156,0.4666666666666667,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.2547065337763012,0.0,0.2,0.6666666666667425,0.4545454545454545,0.5333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.16057233704292528,0.2884615384615385,0.43333333333333335,0.0,0.1,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.28792912513842744,0.0,0.0,0.6666666666667425,0.2727272727272727,0.3666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.42130365659777425,0.46153846153846156,0.7666666666666667,0.3333333333333333,0.26666666666666666,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.2589811738648948,0.0,0.0,0.6666666666667425,0.8181818181818182,0.03333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.17806041335453102,0.3461538461538462,0.23333333333333334,0.25,0.2,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.27464008859357697,0.0,0.2,1.0,0.36363636363636365,0.5333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.046104928457869634,0.3076923076923077,0.9,0.0,0.06666666666666667,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,0.0,0.2,1.0,0.2727272727272727,0.16666666666666669,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.12559618441971385,0.38461538461538464,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.2812846068660022,0.0,0.0,1.0,0.4545454545454545,0.03333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0699523052464229,0.8846153846153846,0.4666666666666667,0.0,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.08372093023255812,0.0,0.4,0.6666666666667425,0.9090909090909091,0.5333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.4483306836248013,0.44230769230769235,0.26666666666666666,0.0,0.1,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.1624141749723145,0.0,0.2,0.6666666666667425,0.4545454545454545,0.3666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.06518282988871224,0.5576923076923077,0.6,0.16666666666666666,0.16666666666666666,0.03636363636363636,0.6666666666666666,0.0,0.0,0.0,0.0,0.29096345514950167,0.0,0.2,0.33333333333337123,0.5454545454545454,0.8333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.06677265500794913,1.0000000000000002,0.9666666666666667,0.0,0.13333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.33222591362126247,0.0,0.0,0.6666666666667425,0.0,0.06666666666666668,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.006359300476947536,0.42307692307692313,0.9666666666666667,0.08333333333333333,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.1399778516057586,0.0,0.0,0.6666666666667425,0.4545454545454545,0.03333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.2884615384615385,0.4666666666666667,0.08333333333333333,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.2236987818383167,0.0,0.2,0.6666666666667425,0.2727272727272727,0.5666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.17488076311605724,0.5576923076923077,0.8,0.16666666666666666,0.03333333333333333,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.20930232558139533,0.0,0.0,0.33333333333337123,0.5454545454545454,0.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.15580286168521465,0.9038461538461539,0.7333333333333333,0.08333333333333333,0.06666666666666667,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.15503875968992248,0.0,0.0,0.33333333333337123,0.9090909090909091,0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
